ABUNDANCE,BIOMAS,GENUS_SPECIES,SAMPLE_DESC,PLOT,LATITUDE,LONGITUDE,DAY,MONTH,YEAR
15,0,Pink encrusting bryozoan,33.21665_-119.48542_8_10_1988_13.7_R25_4_17,R25_4_17,33.21665,-119.48542,8,10,1988
15,0,Pink encrusting bryozoan,33.21665_-119.48542_22_4_1989_13.7_R15_4_18,R15_4_18,33.21665,-119.48542,22,4,1989
15,0,Pink encrusting bryozoan,33.21665_-119.48542_13_11_1989_13.7_R10_4_19,R10_4_19,33.21665,-119.48542,13,11,1989
15,0,Pink encrusting bryozoan,33.21665_-119.48542_22_10_1990_13.7_L25_4_21,L25_4_21,33.21665,-119.48542,22,10,1990
15,0,Pink encrusting bryozoan,33.21665_-119.48542_19_4_1991_13.7_R10_4_22,R10_4_22,33.21665,-119.48542,19,4,1991
15,0,Pink encrusting bryozoan,33.21665_-119.48542_12_4_1992_13.7_L30_4_24,L30_4_24,33.21665,-119.48542,12,4,1992
15,0,Pink encrusting bryozoan,33.21665_-119.48542_12_4_1992_13.7_R10_4_24,R10_4_24,33.21665,-119.48542,12,4,1992
15,0,Pink encrusting bryozoan,33.21665_-119.48542_17_4_1993_13.7_L25_4_26,L25_4_26,33.21665,-119.48542,17,4,1993
15,0,Pink encrusting bryozoan,33.21665_-119.48542_16_4_1994_13.7_L25_4_28,L25_4_28,33.21665,-119.48542,16,4,1994
15,0,Pink encrusting bryozoan,33.21665_-119.48542_16_4_1994_13.7_R10_4_28,R10_4_28,33.21665,-119.48542,16,4,1994
15,0,Pink encrusting bryozoan,33.21665_-119.48542_6_10_1994_13.7_L30_4_29,L30_4_29,33.21665,-119.48542,6,10,1994
15,0,Pink encrusting bryozoan,33.21665_-119.48542_6_10_1994_13.7_R10_4_29,R10_4_29,33.21665,-119.48542,6,10,1994
15,0,Pink encrusting bryozoan,33.21665_-119.48542_10_4_1995_13.7_L30_4_30,L30_4_30,33.21665,-119.48542,10,4,1995
15,0,Pink encrusting bryozoan,33.21665_-119.48542_6_10_1995_13.7_L20_4_31,L20_4_31,33.21665,-119.48542,6,10,1995
15,0,Pink encrusting bryozoan,33.21665_-119.48542_29_4_1996_13.7_L30_4_32,L30_4_32,33.21665,-119.48542,29,4,1996
15,0,Pink encrusting bryozoan,33.21665_-119.48542_6_10_1996_13.7_L35_4_33,L35_4_33,33.21665,-119.48542,6,10,1996
15,0,Pink encrusting bryozoan,33.21665_-119.48542_17_4_1997_13.7_L25_4_34,L25_4_34,33.21665,-119.48542,17,4,1997
15,0,Pink encrusting bryozoan,33.21665_-119.48542_17_4_1997_13.7_R15_4_34,R15_4_34,33.21665,-119.48542,17,4,1997
15,0,Pink encrusting bryozoan,33.21665_-119.48542_26_4_1999_13.7_L30_4_38,L30_4_38,33.21665,-119.48542,26,4,1999
15,0,Pink encrusting bryozoan,33.21665_-119.48542_26_4_1999_13.7_L35_4_38,L35_4_38,33.21665,-119.48542,26,4,1999
15,0,Pink encrusting bryozoan,33.21665_-119.48542_26_4_1999_13.7_R15_4_38,R15_4_38,33.21665,-119.48542,26,4,1999
15,0,Pink encrusting bryozoan,33.21665_-119.48542_12_10_2002_13.7_L25_4_45,L25_4_45,33.21665,-119.48542,12,10,2002
15,0,Pink encrusting bryozoan,33.21665_-119.48542_12_10_2002_13.7_L30_4_45,L30_4_45,33.21665,-119.48542,12,10,2002
15,0,Pink encrusting bryozoan,33.21665_-119.48542_3_5_2003_13.7_L20_4_46,L20_4_46,33.21665,-119.48542,3,5,2003
15,0,Pink encrusting bryozoan,33.21665_-119.48542_3_5_2003_13.7_L25_4_46,L25_4_46,33.21665,-119.48542,3,5,2003
15,0,Pink encrusting bryozoan,33.21665_-119.48542_19_4_2006_13.7_L20_4_52,L20_4_52,33.21665,-119.48542,19,4,2006
15,0,Pink encrusting bryozoan,33.21665_-119.48542_19_4_2006_13.7_L30_4_52,L30_4_52,33.21665,-119.48542,19,4,2006
15,0,Pink encrusting bryozoan,33.21665_-119.48542_17_10_2006_13.7_L15_4_53,L15_4_53,33.21665,-119.48542,17,10,2006
15,0,Pink encrusting bryozoan,33.21665_-119.48542_2_5_2007_13.7_L35_4_54,L35_4_54,33.21665,-119.48542,2,5,2007
15,0,Pink encrusting bryozoan,33.21665_-119.48542_19_5_2008_13.7_L35_4_56,L35_4_56,33.21665,-119.48542,19,5,2008
15,0,Pink encrusting bryozoan,33.21665_-119.48542_14_12_2010_13.7_L30_4_61,L30_4_61,33.21665,-119.48542,14,12,2010
15,0,Pink encrusting bryozoan,33.21665_-119.48542_24_10_2011_13.7_L35_4_63,L35_4_63,33.21665,-119.48542,24,10,2011
15,0,Pink encrusting bryozoan,33.21615_-119.48615_28_8_1980_12.2_R35_5_1,R35_5_1,33.21615,-119.48615,28,8,1980
15,0,Pink encrusting bryozoan,33.21615_-119.48615_24_4_1981_12.2_R15_5_2,R15_5_2,33.21615,-119.48615,24,4,1981
15,0,Pink encrusting bryozoan,33.21615_-119.48615_23_10_1981_12.2_R10_5_3,R10_5_3,33.21615,-119.48615,23,10,1981
15,0,Pink encrusting bryozoan,33.21615_-119.48615_25_4_1982_12.2_L25_5_4,L25_5_4,33.21615,-119.48615,25,4,1982
15,0,Pink encrusting bryozoan,33.21615_-119.48615_26_4_1983_12.2_R35_5_6,R35_5_6,33.21615,-119.48615,26,4,1983
15,0,Pink encrusting bryozoan,33.21615_-119.48615_14_9_1983_12.2_L15_5_7,L15_5_7,33.21615,-119.48615,14,9,1983
15,0,Pink encrusting bryozoan,33.21615_-119.48615_19_2_1984_12.2_L05_5_8,L05_5_8,33.21615,-119.48615,19,2,1984
15,0,Pink encrusting bryozoan,33.21615_-119.48615_4_10_1984_12.2_R15_5_9,R15_5_9,33.21615,-119.48615,4,10,1984
15,0,Pink encrusting bryozoan,33.21615_-119.48615_26_4_1985_12.2_L10_5_10,L10_5_10,33.21615,-119.48615,26,4,1985
15,0,Pink encrusting bryozoan,33.21615_-119.48615_8_9_1985_12.2_L35_5_11,L35_5_11,33.21615,-119.48615,8,9,1985
15,0,Pink encrusting bryozoan,33.21615_-119.48615_20_4_1986_12.2_L35_5_12,L35_5_12,33.21615,-119.48615,20,4,1986
15,0,Pink encrusting bryozoan,33.21615_-119.48615_20_4_1986_12.2_R10_5_12,R10_5_12,33.21615,-119.48615,20,4,1986
15,0,Pink encrusting bryozoan,33.21615_-119.48615_3_10_1986_12.2_L35_5_13,L35_5_13,33.21615,-119.48615,3,10,1986
15,0,Pink encrusting bryozoan,33.21615_-119.48615_3_10_1986_12.2_R15_5_13,R15_5_13,33.21615,-119.48615,3,10,1986
15,0,Pink encrusting bryozoan,33.21615_-119.48615_27_4_1987_12.2_L15_5_14,L15_5_14,33.21615,-119.48615,27,4,1987
15,0,Pink encrusting bryozoan,33.21615_-119.48615_9_10_1987_12.2_L35_5_15,L35_5_15,33.21615,-119.48615,9,10,1987
15,0,Pink encrusting bryozoan,33.21615_-119.48615_26_4_1988_12.2_L10_5_16,L10_5_16,33.21615,-119.48615,26,4,1988
15,0,Pink encrusting bryozoan,33.21615_-119.48615_26_4_1988_12.2_R15_5_16,R15_5_16,33.21615,-119.48615,26,4,1988
15,0,Pink encrusting bryozoan,33.21615_-119.48615_6_10_1988_12.2_R15_5_17,R15_5_17,33.21615,-119.48615,6,10,1988
15,0,Pink encrusting bryozoan,33.21615_-119.48615_21_4_1989_12.2_R05_5_18,R05_5_18,33.21615,-119.48615,21,4,1989
15,0,Pink encrusting bryozoan,33.21615_-119.48615_21_4_1989_12.2_R10_5_18,R10_5_18,33.21615,-119.48615,21,4,1989
15,0,Pink encrusting bryozoan,33.21615_-119.48615_12_11_1989_12.2_L10_5_19,L10_5_19,33.21615,-119.48615,12,11,1989
15,0,Pink encrusting bryozoan,33.21615_-119.48615_19_10_1990_12.2_L35_5_21,L35_5_21,33.21615,-119.48615,19,10,1990
15,0,Pink encrusting bryozoan,33.21615_-119.48615_19_10_1990_12.2_R10_5_21,R10_5_21,33.21615,-119.48615,19,10,1990
15,0,Pink encrusting bryozoan,33.21615_-119.48615_11_10_1991_12.2_R15_5_23,R15_5_23,33.21615,-119.48615,11,10,1991
15,0,Pink encrusting bryozoan,33.21615_-119.48615_11_10_1991_12.2_R25_5_23,R25_5_23,33.21615,-119.48615,11,10,1991
15,0,Pink encrusting bryozoan,33.21615_-119.48615_11_10_1991_12.2_R35_5_23,R35_5_23,33.21615,-119.48615,11,10,1991
15,0,Pink encrusting bryozoan,33.21615_-119.48615_11_4_1992_12.2_R15_5_24,R15_5_24,33.21615,-119.48615,11,4,1992
15,0,Pink encrusting bryozoan,33.21615_-119.48615_10_10_1992_12.2_L25_5_25,L25_5_25,33.21615,-119.48615,10,10,1992
15,0,Pink encrusting bryozoan,33.21615_-119.48615_18_4_1993_12.2_R15_5_26,R15_5_26,33.21615,-119.48615,18,4,1993
15,0,Pink encrusting bryozoan,33.21615_-119.48615_17_4_1994_12.2_L25_5_28,L25_5_28,33.21615,-119.48615,17,4,1994
15,0,Pink encrusting bryozoan,33.21615_-119.48615_17_4_1994_12.2_R35_5_28,R35_5_28,33.21615,-119.48615,17,4,1994
15,0,Pink encrusting bryozoan,33.21615_-119.48615_5_10_1994_12.2_L10_5_29,L10_5_29,33.21615,-119.48615,5,10,1994
15,0,Pink encrusting bryozoan,33.21615_-119.48615_4_10_1995_12.2_L25_5_31,L25_5_31,33.21615,-119.48615,4,10,1995
15,0,Pink encrusting bryozoan,33.21615_-119.48615_4_10_1995_12.2_R15_5_31,R15_5_31,33.21615,-119.48615,4,10,1995
15,0,Pink encrusting bryozoan,33.21615_-119.48615_27_4_1996_12.2_L25_5_32,L25_5_32,33.21615,-119.48615,27,4,1996
15,0,Pink encrusting bryozoan,33.21615_-119.48615_19_10_1997_12.2_L15_5_35,L15_5_35,33.21615,-119.48615,19,10,1997
15,0,Pink encrusting bryozoan,33.21615_-119.48615_26_4_1999_12.2_L35_5_38,L35_5_38,33.21615,-119.48615,26,4,1999
15,0,Pink encrusting bryozoan,33.21615_-119.48615_26_4_1999_12.2_R15_5_38,R15_5_38,33.21615,-119.48615,26,4,1999
15,0,Pink encrusting bryozoan,33.21615_-119.48615_4_5_2000_12.2_L10_5_40,L10_5_40,33.21615,-119.48615,4,5,2000
15,0,Pink encrusting bryozoan,33.21615_-119.48615_26_10_2000_12.2_L35_5_41,L35_5_41,33.21615,-119.48615,26,10,2000
15,0,Pink encrusting bryozoan,33.21615_-119.48615_3_5_2001_12.2_R10_5_42,R10_5_42,33.21615,-119.48615,3,5,2001
15,0,Pink encrusting bryozoan,33.21615_-119.48615_3_5_2001_12.2_R15_5_42,R15_5_42,33.21615,-119.48615,3,5,2001
15,0,Pink encrusting bryozoan,33.21615_-119.48615_16_10_2001_12.2_L10_5_43,L10_5_43,33.21615,-119.48615,16,10,2001
15,0,Pink encrusting bryozoan,33.21615_-119.48615_16_10_2001_12.2_L25_5_43,L25_5_43,33.21615,-119.48615,16,10,2001
15,0,Pink encrusting bryozoan,33.21615_-119.48615_1_5_2002_12.2_L05_5_44,L05_5_44,33.21615,-119.48615,1,5,2002
15,0,Pink encrusting bryozoan,33.21615_-119.48615_12_10_2002_12.2_R25_5_45,R25_5_45,33.21615,-119.48615,12,10,2002
15,0,Pink encrusting bryozoan,33.21615_-119.48615_3_5_2003_12.2_L05_5_46,L05_5_46,33.21615,-119.48615,3,5,2003
15,0,Pink encrusting bryozoan,33.21615_-119.48615_3_5_2003_12.2_R25_5_46,R25_5_46,33.21615,-119.48615,3,5,2003
15,0,Pink encrusting bryozoan,33.21615_-119.48615_17_10_2003_12.2_L05_5_47,L05_5_47,33.21615,-119.48615,17,10,2003
15,0,Pink encrusting bryozoan,33.21615_-119.48615_17_10_2003_12.2_R15_5_47,R15_5_47,33.21615,-119.48615,17,10,2003
15,0,Pink encrusting bryozoan,33.21615_-119.48615_10_5_2005_12.2_R10_5_50,R10_5_50,33.21615,-119.48615,10,5,2005
15,0,Pink encrusting bryozoan,33.21615_-119.48615_18_10_2005_12.2_R15_5_51,R15_5_51,33.21615,-119.48615,18,10,2005
15,0,Pink encrusting bryozoan,33.21615_-119.48615_19_4_2006_12.2_L10_5_52,L10_5_52,33.21615,-119.48615,19,4,2006
15,0,Pink encrusting bryozoan,33.21615_-119.48615_19_4_2006_12.2_R15_5_52,R15_5_52,33.21615,-119.48615,19,4,2006
15,0,Pink encrusting bryozoan,33.21615_-119.48615_3_11_2007_12.2_R15_5_55,R15_5_55,33.21615,-119.48615,3,11,2007
15,0,Pink encrusting bryozoan,33.21615_-119.48615_19_5_2008_12.2_R15_5_56,R15_5_56,33.21615,-119.48615,19,5,2008
15,0,Pink encrusting bryozoan,33.21615_-119.48615_30_6_2010_12.2_L05_5_60,L05_5_60,33.21615,-119.48615,30,6,2010
15,0,Pink encrusting bryozoan,33.21615_-119.48615_30_6_2010_12.2_R10_5_60,R10_5_60,33.21615,-119.48615,30,6,2010
15,0,Pink encrusting bryozoan,33.21615_-119.48615_24_10_2011_12.2_L10_5_63,L10_5_63,33.21615,-119.48615,24,10,2011
15,0,Pink encrusting bryozoan,33.21688_-119.44412_26_4_1985_12.2_L15_6_10,L15_6_10,33.21688,-119.44412,26,4,1985
15,0,Pink encrusting bryozoan,33.21688_-119.44412_21_4_1986_12.2_L15_6_12,L15_6_12,33.21688,-119.44412,21,4,1986
15,0,Pink encrusting bryozoan,33.21688_-119.44412_26_4_1987_12.2_R05_6_14,R05_6_14,33.21688,-119.44412,26,4,1987
15,0,Pink encrusting bryozoan,33.21688_-119.44412_29_4_1988_12.2_L05_6_16,L05_6_16,33.21688,-119.44412,29,4,1988
15,0,Pink encrusting bryozoan,33.21688_-119.44412_6_10_1988_12.2_L05_6_17,L05_6_17,33.21688,-119.44412,6,10,1988
15,0,Pink encrusting bryozoan,33.21688_-119.44412_6_10_1988_12.2_R15_6_17,R15_6_17,33.21688,-119.44412,6,10,1988
15,0,Pink encrusting bryozoan,33.21688_-119.44412_19_4_1989_12.2_R15_6_18,R15_6_18,33.21688,-119.44412,19,4,1989
15,0,Pink encrusting bryozoan,33.21688_-119.44412_19_4_1989_12.2_R25_6_18,R25_6_18,33.21688,-119.44412,19,4,1989
15,0,Pink encrusting bryozoan,33.21688_-119.44412_13_11_1989_12.2_L25_6_19,L25_6_19,33.21688,-119.44412,13,11,1989
15,0,Pink encrusting bryozoan,33.21688_-119.44412_16_10_1998_12.2_L05_6_37,L05_6_37,33.21688,-119.44412,16,10,1998
15,0,Pink encrusting bryozoan,33.21688_-119.44412_16_10_1998_12.2_L35_6_37,L35_6_37,33.21688,-119.44412,16,10,1998
15,0,Pink encrusting bryozoan,33.21688_-119.44412_24_4_1999_12.2_L15_6_38,L15_6_38,33.21688,-119.44412,24,4,1999
15,0,Pink encrusting bryozoan,33.21688_-119.44412_24_4_1999_12.2_L25_6_38,L25_6_38,33.21688,-119.44412,24,4,1999
15,0,Pink encrusting bryozoan,33.21688_-119.44412_4_5_2003_12.2_L35_6_46,L35_6_46,33.21688,-119.44412,4,5,2003
15,0,Pink encrusting bryozoan,33.21688_-119.44412_4_5_2003_12.2_R15_6_46,R15_6_46,33.21688,-119.44412,4,5,2003
15,0,Pink encrusting bryozoan,33.21688_-119.44412_18_10_2003_12.2_R05_6_47,R05_6_47,33.21688,-119.44412,18,10,2003
15,0,Pink encrusting bryozoan,33.21688_-119.44412_11_5_2005_12.2_L05_6_50,L05_6_50,33.21688,-119.44412,11,5,2005
15,0,Pink encrusting bryozoan,33.21688_-119.44412_17_10_2005_12.2_L05_6_51,L05_6_51,33.21688,-119.44412,17,10,2005
15,0,Pink encrusting bryozoan,33.21688_-119.44412_20_4_2006_12.2_R25_6_52,R25_6_52,33.21688,-119.44412,20,4,2006
15,0,Pink encrusting bryozoan,33.21688_-119.44412_20_4_2006_12.2_R35_6_52,R35_6_52,33.21688,-119.44412,20,4,2006
15,0,Pink encrusting bryozoan,33.21688_-119.44412_16_10_2006_12.2_L25_6_53,L25_6_53,33.21688,-119.44412,16,10,2006
15,0,Pink encrusting bryozoan,33.21688_-119.44412_30_6_2010_12.2_L35_6_60,L35_6_60,33.21688,-119.44412,30,6,2010
15,0,Pink encrusting bryozoan,33.26233_-119.58017_11_10_2002_15.2_L15_7_45,L15_7_45,33.26233,-119.58017,11,10,2002
15,0,Gold encrusting bryozoan,33.21615_-119.48615_19_2_1984_12.2_R10_5_8,R10_5_8,33.21615,-119.48615,19,2,1984
20,0,Pink encrusting bryozoan,33.27325_-119.48615_15_10_2003_12.2_R35_1_47,R35_1_47,33.27325,-119.48615,15,10,2003
20,0,Pink encrusting bryozoan,33.24763_-119.57038_7_10_1996_11.6_R25_2_33,R25_2_33,33.24763,-119.57038,7,10,1996
20,0,Pink encrusting bryozoan,33.24763_-119.57038_3_5_2002_11.6_R35_2_44,R35_2_44,33.24763,-119.57038,3,5,2002
20,0,Pink encrusting bryozoan,33.24763_-119.57038_19_10_2006_11.6_L05_2_53,L05_2_53,33.24763,-119.57038,19,10,2006
20,0,Pink encrusting bryozoan,33.24763_-119.57038_23_10_2011_11.6_R35_2_63,R35_2_63,33.24763,-119.57038,23,10,2011
20,0,Pink encrusting bryozoan,33.24768_-119.57373_8_10_1994_11.6_R45_3_29,R45_3_29,33.24768,-119.57373,8,10,1994
20,0,Pink encrusting bryozoan,33.24768_-119.57373_30_4_2002_11.6_R20_3_44,R20_3_44,33.24768,-119.57373,30,4,2002
20,0,Pink encrusting bryozoan,33.24768_-119.57373_10_10_2002_11.6_L40_3_45,L40_3_45,33.24768,-119.57373,10,10,2002
20,0,Pink encrusting bryozoan,33.24768_-119.57373_10_10_2002_11.6_R20_3_45,R20_3_45,33.24768,-119.57373,10,10,2002
20,0,Pink encrusting bryozoan,33.24768_-119.57373_2_5_2003_11.6_L45_3_46,L45_3_46,33.24768,-119.57373,2,5,2003
20,0,Pink encrusting bryozoan,33.24768_-119.57373_16_10_2003_11.6_L40_3_47,L40_3_47,33.24768,-119.57373,16,10,2003
20,0,Pink encrusting bryozoan,33.24768_-119.57373_19_10_2005_11.6_L40_3_51,L40_3_51,33.24768,-119.57373,19,10,2005
20,0,Pink encrusting bryozoan,33.24768_-119.57373_15_12_2010_11.6_R45_3_61,R45_3_61,33.24768,-119.57373,15,12,2010
20,0,Pink encrusting bryozoan,33.21665_-119.48542_26_4_1983_13.7_L30_4_6,L30_4_6,33.21665,-119.48542,26,4,1983
20,0,Pink encrusting bryozoan,33.21665_-119.48542_14_9_1983_13.7_L30_4_7,L30_4_7,33.21665,-119.48542,14,9,1983
20,0,Pink encrusting bryozoan,33.21665_-119.48542_25_4_1985_13.7_L15_4_10,L15_4_10,33.21665,-119.48542,25,4,1985
20,0,Pink encrusting bryozoan,33.21665_-119.48542_25_4_1985_13.7_L35_4_10,L35_4_10,33.21665,-119.48542,25,4,1985
20,0,Pink encrusting bryozoan,33.21665_-119.48542_7_9_1985_13.7_R15_4_11,R15_4_11,33.21665,-119.48542,7,9,1985
20,0,Pink encrusting bryozoan,33.21665_-119.48542_9_9_1985_13.7_L25_4_11,L25_4_11,33.21665,-119.48542,9,9,1985
20,0,Pink encrusting bryozoan,33.21665_-119.48542_20_4_1986_13.7_L30_4_12,L30_4_12,33.21665,-119.48542,20,4,1986
20,0,Pink encrusting bryozoan,33.21665_-119.48542_2_10_1986_13.7_L25_4_13,L25_4_13,33.21665,-119.48542,2,10,1986
20,0,Pink encrusting bryozoan,33.21665_-119.48542_2_10_1986_13.7_L30_4_13,L30_4_13,33.21665,-119.48542,2,10,1986
20,0,Pink encrusting bryozoan,33.21665_-119.48542_24_4_1987_13.7_R10_4_14,R10_4_14,33.21665,-119.48542,24,4,1987
20,0,Pink encrusting bryozoan,33.21665_-119.48542_29_4_1988_13.7_L30_4_16,L30_4_16,33.21665,-119.48542,29,4,1988
20,0,Pink encrusting bryozoan,33.21665_-119.48542_8_10_1988_13.7_L30_4_17,L30_4_17,33.21665,-119.48542,8,10,1988
20,0,Pink encrusting bryozoan,33.21665_-119.48542_8_10_1988_13.7_L35_4_17,L35_4_17,33.21665,-119.48542,8,10,1988
20,0,Pink encrusting bryozoan,33.21665_-119.48542_8_10_1988_13.7_R10_4_17,R10_4_17,33.21665,-119.48542,8,10,1988
20,0,Pink encrusting bryozoan,33.21665_-119.48542_13_11_1989_13.7_L25_4_19,L25_4_19,33.21665,-119.48542,13,11,1989
20,0,Pink encrusting bryozoan,33.21665_-119.48542_12_4_1992_13.7_L25_4_24,L25_4_24,33.21665,-119.48542,12,4,1992
20,0,Pink encrusting bryozoan,33.21665_-119.48542_17_4_1993_13.7_L30_4_26,L30_4_26,33.21665,-119.48542,17,4,1993
20,0,Pink encrusting bryozoan,33.21665_-119.48542_25_10_1993_13.7_L25_4_27,L25_4_27,33.21665,-119.48542,25,10,1993
20,0,Pink encrusting bryozoan,33.21665_-119.48542_6_10_1994_13.7_L25_4_29,L25_4_29,33.21665,-119.48542,6,10,1994
20,0,Pink encrusting bryozoan,33.21665_-119.48542_10_4_1995_13.7_L25_4_30,L25_4_30,33.21665,-119.48542,10,4,1995
20,0,Pink encrusting bryozoan,33.21665_-119.48542_10_4_1995_13.7_R10_4_30,R10_4_30,33.21665,-119.48542,10,4,1995
20,0,Pink encrusting bryozoan,33.21665_-119.48542_6_10_1995_13.7_L25_4_31,L25_4_31,33.21665,-119.48542,6,10,1995
20,0,Pink encrusting bryozoan,33.21665_-119.48542_29_4_1996_13.7_R10_4_32,R10_4_32,33.21665,-119.48542,29,4,1996
20,0,Pink encrusting bryozoan,33.21665_-119.48542_6_5_2000_13.7_L25_4_40,L25_4_40,33.21665,-119.48542,6,5,2000
20,0,Pink encrusting bryozoan,33.21665_-119.48542_3_5_2001_13.7_L25_4_42,L25_4_42,33.21665,-119.48542,3,5,2001
20,0,Pink encrusting bryozoan,33.21665_-119.48542_3_5_2001_13.7_L30_4_42,L30_4_42,33.21665,-119.48542,3,5,2001
20,0,Pink encrusting bryozoan,33.21665_-119.48542_3_5_2003_13.7_R15_4_46,R15_4_46,33.21665,-119.48542,3,5,2003
20,0,Pink encrusting bryozoan,33.21665_-119.48542_18_10_2005_13.7_L20_4_51,L20_4_51,33.21665,-119.48542,18,10,2005
20,0,Pink encrusting bryozoan,33.21665_-119.48542_18_10_2005_13.7_L35_4_51,L35_4_51,33.21665,-119.48542,18,10,2005
20,0,Pink encrusting bryozoan,33.21665_-119.48542_2_5_2007_13.7_L30_4_54,L30_4_54,33.21665,-119.48542,2,5,2007
20,0,Pink encrusting bryozoan,33.21665_-119.48542_3_11_2007_13.7_R10_4_55,R10_4_55,33.21665,-119.48542,3,11,2007
20,0,Pink encrusting bryozoan,33.21615_-119.48615_26_4_1983_12.2_L10_5_6,L10_5_6,33.21615,-119.48615,26,4,1983
20,0,Pink encrusting bryozoan,33.21615_-119.48615_14_9_1983_12.2_R15_5_7,R15_5_7,33.21615,-119.48615,14,9,1983
20,0,Pink encrusting bryozoan,33.21615_-119.48615_19_2_1984_12.2_L15_5_8,L15_5_8,33.21615,-119.48615,19,2,1984
20,0,Pink encrusting bryozoan,33.21615_-119.48615_19_2_1984_12.2_R10_5_8,R10_5_8,33.21615,-119.48615,19,2,1984
20,0,Pink encrusting bryozoan,33.21615_-119.48615_19_2_1984_12.2_R35_5_8,R35_5_8,33.21615,-119.48615,19,2,1984
20,0,Pink encrusting bryozoan,33.21615_-119.48615_4_10_1984_12.2_L10_5_9,L10_5_9,33.21615,-119.48615,4,10,1984
20,0,Pink encrusting bryozoan,33.21615_-119.48615_26_4_1985_12.2_R15_5_10,R15_5_10,33.21615,-119.48615,26,4,1985
20,0,Pink encrusting bryozoan,33.21615_-119.48615_8_9_1985_12.2_R15_5_11,R15_5_11,33.21615,-119.48615,8,9,1985
20,0,Pink encrusting bryozoan,33.21615_-119.48615_9_10_1987_12.2_R25_5_15,R25_5_15,33.21615,-119.48615,9,10,1987
20,0,Pink encrusting bryozoan,33.21615_-119.48615_6_10_1988_12.2_L05_5_17,L05_5_17,33.21615,-119.48615,6,10,1988
20,0,Pink encrusting bryozoan,33.21615_-119.48615_6_10_1988_12.2_L15_5_17,L15_5_17,33.21615,-119.48615,6,10,1988
20,0,Pink encrusting bryozoan,33.21615_-119.48615_21_4_1989_12.2_L15_5_18,L15_5_18,33.21615,-119.48615,21,4,1989
20,0,Pink encrusting bryozoan,33.21615_-119.48615_21_4_1989_12.2_L25_5_18,L25_5_18,33.21615,-119.48615,21,4,1989
20,0,Pink encrusting bryozoan,33.21615_-119.48615_21_4_1989_12.2_L35_5_18,L35_5_18,33.21615,-119.48615,21,4,1989
20,0,Pink encrusting bryozoan,33.21615_-119.48615_12_11_1989_12.2_L15_5_19,L15_5_19,33.21615,-119.48615,12,11,1989
20,0,Pink encrusting bryozoan,33.21615_-119.48615_12_11_1989_12.2_R10_5_19,R10_5_19,33.21615,-119.48615,12,11,1989
20,0,Pink encrusting bryozoan,33.21615_-119.48615_19_10_1990_12.2_L15_5_21,L15_5_21,33.21615,-119.48615,19,10,1990
20,0,Pink encrusting bryozoan,33.21615_-119.48615_19_10_1990_12.2_R15_5_21,R15_5_21,33.21615,-119.48615,19,10,1990
20,0,Pink encrusting bryozoan,33.21615_-119.48615_17_4_1991_12.2_L15_5_22,L15_5_22,33.21615,-119.48615,17,4,1991
20,0,Pink encrusting bryozoan,33.21615_-119.48615_11_10_1991_12.2_L35_5_23,L35_5_23,33.21615,-119.48615,11,10,1991
20,0,Pink encrusting bryozoan,33.21615_-119.48615_17_4_1994_12.2_L15_5_28,L15_5_28,33.21615,-119.48615,17,4,1994
20,0,Pink encrusting bryozoan,33.21615_-119.48615_17_4_1994_12.2_R10_5_28,R10_5_28,33.21615,-119.48615,17,4,1994
20,0,Pink encrusting bryozoan,33.21615_-119.48615_5_10_1994_12.2_L15_5_29,L15_5_29,33.21615,-119.48615,5,10,1994
20,0,Pink encrusting bryozoan,33.21615_-119.48615_5_10_1994_12.2_L25_5_29,L25_5_29,33.21615,-119.48615,5,10,1994
20,0,Pink encrusting bryozoan,33.21615_-119.48615_5_10_1996_12.2_L15_5_33,L15_5_33,33.21615,-119.48615,5,10,1996
20,0,Pink encrusting bryozoan,33.21615_-119.48615_5_10_1996_12.2_R10_5_33,R10_5_33,33.21615,-119.48615,5,10,1996
20,0,Pink encrusting bryozoan,33.21615_-119.48615_17_4_1997_12.2_R05_5_34,R05_5_34,33.21615,-119.48615,17,4,1997
20,0,Pink encrusting bryozoan,33.21615_-119.48615_4_5_2000_12.2_R10_5_40,R10_5_40,33.21615,-119.48615,4,5,2000
20,0,Pink encrusting bryozoan,33.21615_-119.48615_26_10_2000_12.2_R10_5_41,R10_5_41,33.21615,-119.48615,26,10,2000
20,0,Pink encrusting bryozoan,33.21615_-119.48615_3_5_2001_12.2_L10_5_42,L10_5_42,33.21615,-119.48615,3,5,2001
20,0,Pink encrusting bryozoan,33.21615_-119.48615_16_10_2001_12.2_R15_5_43,R15_5_43,33.21615,-119.48615,16,10,2001
20,0,Pink encrusting bryozoan,33.21615_-119.48615_12_10_2002_12.2_R35_5_45,R35_5_45,33.21615,-119.48615,12,10,2002
20,0,Pink encrusting bryozoan,33.21615_-119.48615_3_5_2003_12.2_L25_5_46,L25_5_46,33.21615,-119.48615,3,5,2003
20,0,Pink encrusting bryozoan,33.21615_-119.48615_3_5_2003_12.2_R10_5_46,R10_5_46,33.21615,-119.48615,3,5,2003
20,0,Pink encrusting bryozoan,33.21615_-119.48615_3_5_2003_12.2_R35_5_46,R35_5_46,33.21615,-119.48615,3,5,2003
20,0,Pink encrusting bryozoan,33.21615_-119.48615_18_10_2005_12.2_R25_5_51,R25_5_51,33.21615,-119.48615,18,10,2005
